Year,Month,Station,Peak,Traffic
2012,8,McPherson Square,AM Peak,1566.5
2012,9,McPherson Square,AM Peak,1556
2012,10,McPherson Square,AM Peak,1561.3
2012,11,McPherson Square,AM Peak,1469.8
2012,12,McPherson Square,AM Peak,1319.5
2013,1,McPherson Square,AM Peak,1533.5
2013,2,McPherson Square,AM Peak,1621.8
2013,3,McPherson Square,AM Peak,1589.1
2013,4,McPherson Square,AM Peak,1630.7
2013,5,McPherson Square,AM Peak,1543.9
2013,6,McPherson Square,AM Peak,1635.4
2013,7,McPherson Square,AM Peak,1589
2013,8,McPherson Square,AM Peak,1533.5
2013,9,McPherson Square,AM Peak,1602.4
2013,10,McPherson Square,AM Peak,1473.3
2013,11,McPherson Square,AM Peak,1508
2013,12,McPherson Square,AM Peak,1266.9
2014,1,McPherson Square,AM Peak,1476.9
2014,2,McPherson Square,AM Peak,1484.3
2014,3,McPherson Square,AM Peak,1518.2
2014,4,McPherson Square,AM Peak,1650.3
2014,5,McPherson Square,AM Peak,1594.9
2014,6,McPherson Square,AM Peak,1720.2
2014,7,McPherson Square,AM Peak,1667.8
2014,8,McPherson Square,AM Peak,1599.4
2014,9,McPherson Square,AM Peak,1642.9
2014,10,McPherson Square,AM Peak,1630.3
2014,11,McPherson Square,AM Peak,1504.8
2014,12,McPherson Square,AM Peak,1293.1
2010,9,Medical Center,AM Peak,1015.4
2010,10,Medical Center,AM Peak,1033.5
2010,11,Medical Center,AM Peak,974
2010,12,Medical Center,AM Peak,800.1
2011,1,Medical Center,AM Peak,925.4
2011,2,Medical Center,AM Peak,991.6
2011,3,Medical Center,AM Peak,989.7
2011,4,Medical Center,AM Peak,957
2011,5,Medical Center,AM Peak,991.3
2011,6,Medical Center,AM Peak,996.6
2011,7,Medical Center,AM Peak,920.3
2011,8,Medical Center,AM Peak,878.5
2011,9,Medical Center,AM Peak,981.1
2011,10,Medical Center,AM Peak,1022.3
2011,11,Medical Center,AM Peak,1001.5
2011,12,Medical Center,AM Peak,854.9
2012,1,Medical Center,AM Peak,924
2012,2,Medical Center,AM Peak,961.5
2012,3,Medical Center,AM Peak,971.5
2012,4,Medical Center,AM Peak,947.4
2012,5,Medical Center,AM Peak,926.3
2012,6,Medical Center,AM Peak,971
2012,7,Medical Center,AM Peak,905.8
2012,8,Medical Center,AM Peak,853.4
2012,9,Medical Center,AM Peak,955.5
2012,10,Medical Center,AM Peak,933.5
2012,11,Medical Center,AM Peak,902.3
2012,12,Medical Center,AM Peak,769
2013,1,Medical Center,AM Peak,900.1
2013,2,Medical Center,AM Peak,937.1
2013,3,Medical Center,AM Peak,880.4
2013,4,Medical Center,AM Peak,970.5
2013,5,Medical Center,AM Peak,900.5
2013,6,Medical Center,AM Peak,949.1
2013,7,Medical Center,AM Peak,885.6
2013,8,Medical Center,AM Peak,851.3
2013,9,Medical Center,AM Peak,954.8
2013,10,Medical Center,AM Peak,850
2013,11,Medical Center,AM Peak,902.8
2013,12,Medical Center,AM Peak,746.7
2014,1,Medical Center,AM Peak,837.3
2014,2,Medical Center,AM Peak,837.6
2014,3,Medical Center,AM Peak,849.4
2014,4,Medical Center,AM Peak,923.5
2014,5,Medical Center,AM Peak,937.7
2014,6,Medical Center,AM Peak,939.3
2014,7,Medical Center,AM Peak,901.8
2014,8,Medical Center,AM Peak,827.7
2014,9,Medical Center,AM Peak,909.1
2014,10,Medical Center,AM Peak,900.4
2014,11,Medical Center,AM Peak,852.7
2014,12,Medical Center,AM Peak,722.2
2010,9,Metro Center,AM Peak,1609
2010,10,Metro Center,AM Peak,1575
2010,11,Metro Center,AM Peak,1606.9
2010,12,Metro Center,AM Peak,1482.2
2011,1,Metro Center,AM Peak,1561.3
2011,2,Metro Center,AM Peak,1741.1
2011,3,Metro Center,AM Peak,1723.3
2011,4,Metro Center,AM Peak,1747.7
2011,5,Metro Center,AM Peak,1692.4
2011,6,Metro Center,AM Peak,1745
2011,7,Metro Center,AM Peak,1705.9
2011,8,Metro Center,AM Peak,1624.3
2011,9,Metro Center,AM Peak,1604
2011,10,Metro Center,AM Peak,1658.8
2011,11,Metro Center,AM Peak,1566.5
2011,12,Metro Center,AM Peak,1475.3
2012,1,Metro Center,AM Peak,1614.8
2012,2,Metro Center,AM Peak,1726.4
2012,3,Metro Center,AM Peak,1666.4
2012,4,Metro Center,AM Peak,1640.3
2012,5,Metro Center,AM Peak,1658.9
2012,6,Metro Center,AM Peak,1726.4
2012,7,Metro Center,AM Peak,1679.5
2012,8,Metro Center,AM Peak,1601.6
2012,9,Metro Center,AM Peak,1632.8
2012,10,Metro Center,AM Peak,1479.1
2012,11,Metro Center,AM Peak,1444.8
2012,12,Metro Center,AM Peak,1333.9
2013,1,Metro Center,AM Peak,1514.9
2013,2,Metro Center,AM Peak,1586.4
2013,3,Metro Center,AM Peak,1564.9
2013,4,Metro Center,AM Peak,1641.9
2013,5,Metro Center,AM Peak,1598.9
2013,6,Metro Center,AM Peak,1658.4
2013,7,Metro Center,AM Peak,1637.4
2013,8,Metro Center,AM Peak,1539.2
2013,9,Metro Center,AM Peak,1643.8
2013,10,Metro Center,AM Peak,1450.6
2013,11,Metro Center,AM Peak,1579.1
2013,12,Metro Center,AM Peak,1378.2
2014,1,Metro Center,AM Peak,1494.3
2014,2,Metro Center,AM Peak,1499.8
2014,3,Metro Center,AM Peak,1548.2
2014,4,Metro Center,AM Peak,1758.8
2014,5,Metro Center,AM Peak,1675.1
2014,6,Metro Center,AM Peak,1793
2014,7,Metro Center,AM Peak,1715
2014,8,Metro Center,AM Peak,1718.9
2014,9,Metro Center,AM Peak,1715.2
2014,10,Metro Center,AM Peak,1693.5
2014,11,Metro Center,AM Peak,1636.4
2014,12,Metro Center,AM Peak,1468.3
2010,9,Minnesota Avenue,AM Peak,1214.8
2010,10,Minnesota Avenue,AM Peak,1177.9
2010,11,Minnesota Avenue,AM Peak,1149.2
2010,12,Minnesota Avenue,AM Peak,1010.8
2011,1,Minnesota Avenue,AM Peak,1057.4
2011,2,Minnesota Avenue,AM Peak,1153.4
2011,3,Minnesota Avenue,AM Peak,1203.4
2011,4,Minnesota Avenue,AM Peak,1167.3
2011,5,Minnesota Avenue,AM Peak,1163.3
2011,6,Minnesota Avenue,AM Peak,1124.4
2011,7,Minnesota Avenue,AM Peak,1115.3
2011,8,Minnesota Avenue,AM Peak,1021.5
2011,9,Minnesota Avenue,AM Peak,1166.5
2011,10,Minnesota Avenue,AM Peak,1180.5
2011,11,Minnesota Avenue,AM Peak,1148.9
2011,12,Minnesota Avenue,AM Peak,985.6
2012,1,Minnesota Avenue,AM Peak,1114.4
2012,2,Minnesota Avenue,AM Peak,1148
2012,3,Minnesota Avenue,AM Peak,1168.5
2012,4,Minnesota Avenue,AM Peak,1124.7
2012,5,Minnesota Avenue,AM Peak,1175.3
2012,6,Minnesota Avenue,AM Peak,1139.1
2012,7,Minnesota Avenue,AM Peak,1121
2012,8,Minnesota Avenue,AM Peak,1027.9
2012,9,Minnesota Avenue,AM Peak,1181.3
2012,10,Minnesota Avenue,AM Peak,1197.9
2012,11,Minnesota Avenue,AM Peak,1153.7
2012,12,Minnesota Avenue,AM Peak,1011.3
2013,1,Minnesota Avenue,AM Peak,1084.9
2013,2,Minnesota Avenue,AM Peak,1168.8
2013,3,Minnesota Avenue,AM Peak,1086.1
2013,4,Minnesota Avenue,AM Peak,1145.8
2013,5,Minnesota Avenue,AM Peak,1204.9
2013,6,Minnesota Avenue,AM Peak,1140.3
2013,7,Minnesota Avenue,AM Peak,1125
2013,8,Minnesota Avenue,AM Peak,1046.7
2013,9,Minnesota Avenue,AM Peak,1230
2013,10,Minnesota Avenue,AM Peak,1118.5
2013,11,Minnesota Avenue,AM Peak,1141.8
2013,12,Minnesota Avenue,AM Peak,996.3
2014,1,Minnesota Avenue,AM Peak,1003.9
2014,2,Minnesota Avenue,AM Peak,1115.2
2014,3,Minnesota Avenue,AM Peak,1108
2014,4,Minnesota Avenue,AM Peak,1203.5
2014,5,Minnesota Avenue,AM Peak,1205.5
2014,6,Minnesota Avenue,AM Peak,1178
2014,7,Minnesota Avenue,AM Peak,1200.5
2014,8,Minnesota Avenue,AM Peak,1096.6
2014,9,Minnesota Avenue,AM Peak,1227
2014,10,Minnesota Avenue,AM Peak,1216.6
2014,11,Minnesota Avenue,AM Peak,1150.6
2014,12,Minnesota Avenue,AM Peak,1025.1
2010,9,Morgan Blvd.,AM Peak,1111.2
2010,10,Morgan Blvd.,AM Peak,1159.9
2010,11,Morgan Blvd.,AM Peak,1105.8
2010,12,Morgan Blvd.,AM Peak,1014.6
2011,1,Morgan Blvd.,AM Peak,1056.2
2011,2,Morgan Blvd.,AM Peak,1103
2011,3,Morgan Blvd.,AM Peak,1154.7
2011,4,Morgan Blvd.,AM Peak,1136.4
2011,5,Morgan Blvd.,AM Peak,1176.1
2011,6,Morgan Blvd.,AM Peak,1198.3
2011,7,Morgan Blvd.,AM Peak,1200.5
2011,8,Morgan Blvd.,AM Peak,1178.8
2011,9,Morgan Blvd.,AM Peak,1206.4
2011,10,Morgan Blvd.,AM Peak,1225.3
2011,11,Morgan Blvd.,AM Peak,1196.8
2011,12,Morgan Blvd.,AM Peak,1096.6
2012,1,Morgan Blvd.,AM Peak,1195.1
2012,2,Morgan Blvd.,AM Peak,1218.2
2012,3,Morgan Blvd.,AM Peak,1225.8
2012,4,Morgan Blvd.,AM Peak,1241
2012,5,Morgan Blvd.,AM Peak,1257.7
2012,6,Morgan Blvd.,AM Peak,1292.5
2012,7,Morgan Blvd.,AM Peak,1266.5
2012,8,Morgan Blvd.,AM Peak,1264
2012,9,Morgan Blvd.,AM Peak,1336.7
2012,10,Morgan Blvd.,AM Peak,1332
2012,11,Morgan Blvd.,AM Peak,1254.5
2012,12,Morgan Blvd.,AM Peak,1119.2
2013,1,Morgan Blvd.,AM Peak,1266.5
2013,2,Morgan Blvd.,AM Peak,1334.1
2013,3,Morgan Blvd.,AM Peak,1256.2
2013,4,Morgan Blvd.,AM Peak,1316.5
2013,5,Morgan Blvd.,AM Peak,1342.7
2013,6,Morgan Blvd.,AM Peak,1374.6
2013,7,Morgan Blvd.,AM Peak,1357.4
2013,8,Morgan Blvd.,AM Peak,1365.5
2013,9,Morgan Blvd.,AM Peak,1437.3
2013,10,Morgan Blvd.,AM Peak,1230
2013,11,Morgan Blvd.,AM Peak,1320.5
2013,12,Morgan Blvd.,AM Peak,1136.1
2014,1,Morgan Blvd.,AM Peak,1177.1
2014,2,Morgan Blvd.,AM Peak,1243.2
2014,3,Morgan Blvd.,AM Peak,1242.9
2014,4,Morgan Blvd.,AM Peak,1369.8
2014,5,Morgan Blvd.,AM Peak,1404.5
2014,6,Morgan Blvd.,AM Peak,1437.9
2014,7,Morgan Blvd.,AM Peak,1452.3
2014,8,Morgan Blvd.,AM Peak,1414.1
2014,9,Morgan Blvd.,AM Peak,1484.6
2014,10,Morgan Blvd.,AM Peak,1477.7
2014,11,Morgan Blvd.,AM Peak,1375.1
2014,12,Morgan Blvd.,AM Peak,1257.7
2010,9,Mt. Vernon Square-UDC,AM Peak,1076.1
2010,10,Mt. Vernon Square-UDC,AM Peak,1082.4
2010,11,Mt. Vernon Square-UDC,AM Peak,1031.9
2010,12,Mt. Vernon Square-UDC,AM Peak,968.8
2011,1,Mt. Vernon Square-UDC,AM Peak,1072.3
2011,2,Mt. Vernon Square-UDC,AM Peak,1117.7
2011,3,Mt. Vernon Square-UDC,AM Peak,1138.9
2011,4,Mt. Vernon Square-UDC,AM Peak,1080.5
2011,5,Mt. Vernon Square-UDC,AM Peak,1104.1
2011,6,Mt. Vernon Square-UDC,AM Peak,1119
2011,7,Mt. Vernon Square-UDC,AM Peak,1092
2011,8,Mt. Vernon Square-UDC,AM Peak,1035.2
2011,9,Mt. Vernon Square-UDC,AM Peak,1066.9
2011,10,Mt. Vernon Square-UDC,AM Peak,1214.1
2011,11,Mt. Vernon Square-UDC,AM Peak,1171.3
2011,12,Mt. Vernon Square-UDC,AM Peak,1031.3
2012,1,Mt. Vernon Square-UDC,AM Peak,1178.1
2012,2,Mt. Vernon Square-UDC,AM Peak,1147.1
2012,3,Mt. Vernon Square-UDC,AM Peak,1148.1
2012,4,Mt. Vernon Square-UDC,AM Peak,1087.1
2012,5,Mt. Vernon Square-UDC,AM Peak,1175.8
2012,6,Mt. Vernon Square-UDC,AM Peak,1146.6
2012,7,Mt. Vernon Square-UDC,AM Peak,1122.8
2012,8,Mt. Vernon Square-UDC,AM Peak,1067.3
2012,9,Mt. Vernon Square-UDC,AM Peak,1193.2
2012,10,Mt. Vernon Square-UDC,AM Peak,1219.1
2012,11,Mt. Vernon Square-UDC,AM Peak,1150.7
2012,12,Mt. Vernon Square-UDC,AM Peak,996.4
2013,1,Mt. Vernon Square-UDC,AM Peak,1215.9
2013,2,Mt. Vernon Square-UDC,AM Peak,1244.5
2013,3,Mt. Vernon Square-UDC,AM Peak,1199.9
2013,4,Mt. Vernon Square-UDC,AM Peak,1187.9
2013,5,Mt. Vernon Square-UDC,AM Peak,1179
2013,6,Mt. Vernon Square-UDC,AM Peak,1172.1
2013,7,Mt. Vernon Square-UDC,AM Peak,1179.2
2013,8,Mt. Vernon Square-UDC,AM Peak,1059.7
2013,9,Mt. Vernon Square-UDC,AM Peak,1163
2013,10,Mt. Vernon Square-UDC,AM Peak,1110.1
2013,11,Mt. Vernon Square-UDC,AM Peak,1100
2013,12,Mt. Vernon Square-UDC,AM Peak,938.7
2014,1,Mt. Vernon Square-UDC,AM Peak,1108.1
2014,2,Mt. Vernon Square-UDC,AM Peak,1168.1
2014,3,Mt. Vernon Square-UDC,AM Peak,1158.5
2014,4,Mt. Vernon Square-UDC,AM Peak,1191.1
2014,5,Mt. Vernon Square-UDC,AM Peak,1180.8
2014,6,Mt. Vernon Square-UDC,AM Peak,1249.8
2014,7,Mt. Vernon Square-UDC,AM Peak,1235.1
2014,8,Mt. Vernon Square-UDC,AM Peak,1148.4
2014,9,Mt. Vernon Square-UDC,AM Peak,1281.8
2014,10,Mt. Vernon Square-UDC,AM Peak,1276.9
2014,11,Mt. Vernon Square-UDC,AM Peak,1209.1
2014,12,Mt. Vernon Square-UDC,AM Peak,1082.9
2010,9,Navy Yard,AM Peak,995.3
2010,10,Navy Yard,AM Peak,997.4
2010,11,Navy Yard,AM Peak,916.7
2010,12,Navy Yard,AM Peak,803.3
2011,1,Navy Yard,AM Peak,936.2
2011,2,Navy Yard,AM Peak,965.6
2011,3,Navy Yard,AM Peak,957.8
2011,4,Navy Yard,AM Peak,943.3
2011,5,Navy Yard,AM Peak,944
2011,6,Navy Yard,AM Peak,967.9
2011,7,Navy Yard,AM Peak,948.4
2011,8,Navy Yard,AM Peak,895.3
2011,9,Navy Yard,AM Peak,990.9
2011,10,Navy Yard,AM Peak,1014.6
2011,11,Navy Yard,AM Peak,946.3
2011,12,Navy Yard,AM Peak,838.1
2012,1,Navy Yard,AM Peak,971.2
2012,2,Navy Yard,AM Peak,1011.4
2012,3,Navy Yard,AM Peak,1033.9
2012,4,Navy Yard,AM Peak,1003.7
2012,5,Navy Yard,AM Peak,1022.4
2012,6,Navy Yard,AM Peak,1029.3
2012,7,Navy Yard,AM Peak,1016.7
2012,8,Navy Yard,AM Peak,971.1
2012,9,Navy Yard,AM Peak,1064.1
2012,10,Navy Yard,AM Peak,1001.2
2012,11,Navy Yard,AM Peak,966.8
2012,12,Navy Yard,AM Peak,835.5
2013,1,Navy Yard,AM Peak,1021.7
2013,2,Navy Yard,AM Peak,1047.2
2013,3,Navy Yard,AM Peak,1000.4
2013,4,Navy Yard,AM Peak,1041.4
2013,5,Navy Yard,AM Peak,1031
2013,6,Navy Yard,AM Peak,1040.4
2013,7,Navy Yard,AM Peak,1030.7
2013,8,Navy Yard,AM Peak,967
2013,9,Navy Yard,AM Peak,1052.6
2013,10,Navy Yard,AM Peak,979.3
2013,11,Navy Yard,AM Peak,1000.7
2013,12,Navy Yard,AM Peak,843.1
2014,1,Navy Yard,AM Peak,992.4
2014,2,Navy Yard,AM Peak,1001.5
2014,3,Navy Yard,AM Peak,1000.7
2014,4,Navy Yard,AM Peak,1075.8
2014,5,Navy Yard,AM Peak,1027.4
2014,6,Navy Yard,AM Peak,1091.5
2014,7,Navy Yard,AM Peak,1070.6
2014,8,Navy Yard,AM Peak,1010.2
2014,9,Navy Yard,AM Peak,1111.6
2014,10,Navy Yard,AM Peak,1086.2
2014,11,Navy Yard,AM Peak,1018.6
2014,12,Navy Yard,AM Peak,909.6
2010,9,Naylor Road,AM Peak,1860.6
2010,10,Naylor Road,AM Peak,1843.2
2010,11,Naylor Road,AM Peak,1752.4
2010,12,Naylor Road,AM Peak,1566.8
2011,1,Naylor Road,AM Peak,1620.2
2011,2,Naylor Road,AM Peak,1766.2
2011,3,Naylor Road,AM Peak,1802.3
2011,4,Naylor Road,AM Peak,1543.7
2011,5,Naylor Road,AM Peak,1741.7
2011,6,Naylor Road,AM Peak,1728.8
2011,7,Naylor Road,AM Peak,1699.8
2011,8,Naylor Road,AM Peak,1667
2011,9,Naylor Road,AM Peak,1853.1
2011,10,Naylor Road,AM Peak,1843.9
2011,11,Naylor Road,AM Peak,1784.4
2011,12,Naylor Road,AM Peak,1624
2012,1,Naylor Road,AM Peak,1771.1
2012,2,Naylor Road,AM Peak,1829.8
2012,3,Naylor Road,AM Peak,1845.3
2012,4,Naylor Road,AM Peak,1780.6
2012,5,Naylor Road,AM Peak,1816.6
2012,6,Naylor Road,AM Peak,1810.5
2012,7,Naylor Road,AM Peak,1761.4
2012,8,Naylor Road,AM Peak,1720.6
2012,9,Naylor Road,AM Peak,1929.1
2012,10,Naylor Road,AM Peak,1924.4
2012,11,Naylor Road,AM Peak,1795.6
2012,12,Naylor Road,AM Peak,1617.4
2013,1,Naylor Road,AM Peak,1748.2
2013,2,Naylor Road,AM Peak,1835.7
2013,3,Naylor Road,AM Peak,1740.7
2013,4,Naylor Road,AM Peak,1798.3
2013,5,Naylor Road,AM Peak,1841.7
2013,6,Naylor Road,AM Peak,1755.5
2013,7,Naylor Road,AM Peak,1694.6
2013,8,Naylor Road,AM Peak,1696.6
2013,9,Naylor Road,AM Peak,1906.8
2013,10,Naylor Road,AM Peak,1731.6
2013,11,Naylor Road,AM Peak,1787.3
2013,12,Naylor Road,AM Peak,1546.2
2014,1,Naylor Road,AM Peak,1584.6
2014,2,Naylor Road,AM Peak,1653.6
2014,3,Naylor Road,AM Peak,1616.1
2014,4,Naylor Road,AM Peak,1704.5
2014,5,Naylor Road,AM Peak,1758.2
2014,6,Naylor Road,AM Peak,1721.3
2014,7,Naylor Road,AM Peak,1687
2014,8,Naylor Road,AM Peak,1611.6
2014,9,Naylor Road,AM Peak,1761.2
2014,10,Naylor Road,AM Peak,1760.7
2014,11,Naylor Road,AM Peak,1625.9
2014,12,Naylor Road,AM Peak,1501.6
2010,9,New Carrollton,AM Peak,6871
2010,10,New Carrollton,AM Peak,6831.3
2010,11,New Carrollton,AM Peak,6413.5
2010,12,New Carrollton,AM Peak,5819.6
2011,1,New Carrollton,AM Peak,4659.6
2011,2,New Carrollton,AM Peak,6461.9
2011,3,New Carrollton,AM Peak,5970.6
2011,4,New Carrollton,AM Peak,6538
2011,5,New Carrollton,AM Peak,6608.1
2011,6,New Carrollton,AM Peak,6795.4
2011,7,New Carrollton,AM Peak,6604.3
2011,8,New Carrollton,AM Peak,6421.4
2011,9,New Carrollton,AM Peak,6625.4
2011,10,New Carrollton,AM Peak,6727.1
2011,11,New Carrollton,AM Peak,6449
2011,12,New Carrollton,AM Peak,5824.2
2012,1,New Carrollton,AM Peak,6369.3
2012,2,New Carrollton,AM Peak,6453.4
2012,3,New Carrollton,AM Peak,6447.4
2012,4,New Carrollton,AM Peak,6328
2012,5,New Carrollton,AM Peak,6434.8
2012,6,New Carrollton,AM Peak,6509
2012,7,New Carrollton,AM Peak,6239.2
2012,8,New Carrollton,AM Peak,6099.8
2012,9,New Carrollton,AM Peak,6362.4
2012,10,New Carrollton,AM Peak,5986.8
2012,11,New Carrollton,AM Peak,5922.8
2012,12,New Carrollton,AM Peak,5215.3
2013,1,New Carrollton,AM Peak,5858.1
2013,2,New Carrollton,AM Peak,6165.8
2013,3,New Carrollton,AM Peak,5839.5
2013,4,New Carrollton,AM Peak,6247.1
2013,5,New Carrollton,AM Peak,6203.5
2013,6,New Carrollton,AM Peak,6379
2013,7,New Carrollton,AM Peak,6188.5
2013,8,New Carrollton,AM Peak,5996.7
2013,9,New Carrollton,AM Peak,6394.6
2013,10,New Carrollton,AM Peak,5505.7
2013,11,New Carrollton,AM Peak,5980.4
2013,12,New Carrollton,AM Peak,5088.9
2014,1,New Carrollton,AM Peak,5302.9
2014,2,New Carrollton,AM Peak,5475.2
2014,3,New Carrollton,AM Peak,5487
2014,4,New Carrollton,AM Peak,6040.9
2014,5,New Carrollton,AM Peak,6031.2
2014,6,New Carrollton,AM Peak,6178.9
2014,7,New Carrollton,AM Peak,6103.3
2014,8,New Carrollton,AM Peak,5753.9
2014,9,New Carrollton,AM Peak,6062.5
2014,10,New Carrollton,AM Peak,5816.3
2014,11,New Carrollton,AM Peak,5369.6
2014,12,New Carrollton,AM Peak,4063.3
2010,9,New York Ave,AM Peak,1229.1
2010,10,New York Ave,AM Peak,1260.4
2010,11,New York Ave,AM Peak,1188.7
2010,12,New York Ave,AM Peak,1026.1
2011,1,New York Ave,AM Peak,1123.1
2011,2,New York Ave,AM Peak,1317
2011,3,New York Ave,AM Peak,1393.8
2011,4,New York Ave,AM Peak,1392.2
2011,5,New York Ave,AM Peak,1408.8
2011,6,New York Ave,AM Peak,1629.2
2011,7,New York Ave,AM Peak,1554.7
2011,8,New York Ave,AM Peak,1369.3
2011,9,New York Ave,AM Peak,1598.8
2011,10,New York Ave,AM Peak,1680.8
2011,11,New York Ave,AM Peak,1583.6
2011,12,New York Ave,AM Peak,1380.3
2012,1,New York Ave,AM Peak,1513.2
2012,2,New York Ave,AM Peak,1653.2
2012,3,New York Ave,AM Peak,1692.6
2012,4,New York Ave,AM Peak,1674.5
2012,5,New York Ave,AM Peak,1635.1
2012,6,New York Ave,AM Peak,1810.4
2012,7,New York Ave,AM Peak,1799.6
2012,8,New York Ave,AM Peak,1561.5
2012,9,New York Ave,AM Peak,1839.2
2012,10,New York Ave,AM Peak,1864.9
2012,11,New York Ave,AM Peak,1755.4
2012,12,New York Ave,AM Peak,1487.9
2013,1,New York Ave,AM Peak,1729
2013,2,New York Ave,AM Peak,1972.6
2013,3,New York Ave,AM Peak,1918.6
2013,4,New York Ave,AM Peak,2006.1
2013,5,New York Ave,AM Peak,1890.7
2013,6,New York Ave,AM Peak,2140
2013,7,New York Ave,AM Peak,2087
2013,8,New York Ave,AM Peak,1875.5
2013,9,New York Ave,AM Peak,2222.1
2013,10,New York Ave,AM Peak,2080
2013,11,New York Ave,AM Peak,2105.3
2013,12,New York Ave,AM Peak,1670.6
2014,1,New York Ave,AM Peak,1958.2
2014,2,New York Ave,AM Peak,2172.7
2014,3,New York Ave,AM Peak,2166
2014,4,New York Ave,AM Peak,2336.5
2014,5,New York Ave,AM Peak,2226.5
2014,6,New York Ave,AM Peak,2501.8
2014,7,New York Ave,AM Peak,2538.5
2014,8,New York Ave,AM Peak,2241.8
2014,9,New York Ave,AM Peak,2718.1
2014,10,New York Ave,AM Peak,2781.6
2014,11,New York Ave,AM Peak,2623.3
2014,12,New York Ave,AM Peak,2162.2
2010,9,Pentagon,AM Peak,7077.8
2010,10,Pentagon,AM Peak,7154.6
2010,11,Pentagon,AM Peak,6704.8
2010,12,Pentagon,AM Peak,5821.9
2011,1,Pentagon,AM Peak,6526.4
2011,2,Pentagon,AM Peak,6610.2
2011,3,Pentagon,AM Peak,6721.9
2011,4,Pentagon,AM Peak,6852.8
2011,5,Pentagon,AM Peak,6856.5
2011,6,Pentagon,AM Peak,6763.3
2011,7,Pentagon,AM Peak,6578.2
2011,8,Pentagon,AM Peak,6443.3
2011,9,Pentagon,AM Peak,6722.2
2011,10,Pentagon,AM Peak,6889.1
2011,11,Pentagon,AM Peak,6562.3
2011,12,Pentagon,AM Peak,5938
2012,1,Pentagon,AM Peak,6687.9
2012,2,Pentagon,AM Peak,6815
2012,3,Pentagon,AM Peak,6778.7
2012,4,Pentagon,AM Peak,6712.6
2012,5,Pentagon,AM Peak,6574.6
2012,6,Pentagon,AM Peak,6766.5
2012,7,Pentagon,AM Peak,6317.4
2012,8,Pentagon,AM Peak,6113.9
2012,9,Pentagon,AM Peak,6483.2
2012,10,Pentagon,AM Peak,6461.3
2012,11,Pentagon,AM Peak,5997.8
2012,12,Pentagon,AM Peak,5305.6
2013,1,Pentagon,AM Peak,6103
2013,2,Pentagon,AM Peak,6318.8
2013,3,Pentagon,AM Peak,5898.3
2013,4,Pentagon,AM Peak,6261.6
2013,5,Pentagon,AM Peak,6194
2013,6,Pentagon,AM Peak,6356.8
2013,7,Pentagon,AM Peak,6031.3
2013,8,Pentagon,AM Peak,5874.5
2013,9,Pentagon,AM Peak,6254.9
2013,10,Pentagon,AM Peak,5651.8
2013,11,Pentagon,AM Peak,5858.7
2013,12,Pentagon,AM Peak,4976.1
2014,1,Pentagon,AM Peak,5508
2014,2,Pentagon,AM Peak,5636.4
2014,3,Pentagon,AM Peak,5471
2014,4,Pentagon,AM Peak,6042.3
2014,5,Pentagon,AM Peak,6037.2
2014,6,Pentagon,AM Peak,6119.8
2014,7,Pentagon,AM Peak,5943.9
2014,8,Pentagon,AM Peak,5631
2014,9,Pentagon,AM Peak,6048.1
2014,10,Pentagon,AM Peak,6068.2
2014,11,Pentagon,AM Peak,5522.6
2014,12,Pentagon,AM Peak,5023
2010,9,Pentagon City,AM Peak,5762
2010,10,Pentagon City,AM Peak,5910.3
2010,11,Pentagon City,AM Peak,5549.2
2010,12,Pentagon City,AM Peak,5084.5
2011,1,Pentagon City,AM Peak,5561.2
2011,2,Pentagon City,AM Peak,5753.9
2011,3,Pentagon City,AM Peak,5825
2011,4,Pentagon City,AM Peak,5954.1
2011,5,Pentagon City,AM Peak,5804.7
2011,6,Pentagon City,AM Peak,6145.6
2011,7,Pentagon City,AM Peak,5909.3
2011,8,Pentagon City,AM Peak,5590.8
2011,9,Pentagon City,AM Peak,5867.9
2011,10,Pentagon City,AM Peak,5992.5
2011,11,Pentagon City,AM Peak,5798.2
2011,12,Pentagon City,AM Peak,5090.9
2012,1,Pentagon City,AM Peak,5778.3
2012,2,Pentagon City,AM Peak,5862.3
2012,3,Pentagon City,AM Peak,5872.9
2012,4,Pentagon City,AM Peak,5893.8
2012,5,Pentagon City,AM Peak,5812.7
2012,6,Pentagon City,AM Peak,5983.7
2012,7,Pentagon City,AM Peak,5784.5
2012,8,Pentagon City,AM Peak,5342.1
2012,9,Pentagon City,AM Peak,5622.4
2012,10,Pentagon City,AM Peak,5775.9
2012,11,Pentagon City,AM Peak,5439.6
2012,12,Pentagon City,AM Peak,4548.2
2013,1,Pentagon City,AM Peak,5502
2013,2,Pentagon City,AM Peak,5757.8
2013,3,Pentagon City,AM Peak,5526.2
2013,4,Pentagon City,AM Peak,5895.8
2013,5,Pentagon City,AM Peak,5557.7
2013,6,Pentagon City,AM Peak,5888
2013,7,Pentagon City,AM Peak,5632.2
2013,8,Pentagon City,AM Peak,5402.2
2013,9,Pentagon City,AM Peak,5782.4
2013,10,Pentagon City,AM Peak,5166.3
2013,11,Pentagon City,AM Peak,5372.1
2013,12,Pentagon City,AM Peak,4360.5
2014,1,Pentagon City,AM Peak,5147.5
2014,2,Pentagon City,AM Peak,5246.5
2014,3,Pentagon City,AM Peak,5259.3
2014,4,Pentagon City,AM Peak,5809.3
2014,5,Pentagon City,AM Peak,5580.2
